"","Marca","Submarca","Versión","Modelo","Trans.","Comb.","Cilindros","Potencia..HP.","Tamaño..L.","Categoría","R..Ciudad..km.l.","R..Carr...km.l.","R..Comb...km.l.","R..Ajust...km.l.","CO2.g.km.","NOx..g.1000km.","Calificación.Gas.Ef..Inv.","Calificación.Contam..Aire"
"2923","CHEVROLET","SPARK","CLASSIC LTZ 5PTAS 1.2L 4CIL 81HP MAN",2017,"MAN","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.74,24.81,20.35,15.26,153,74,8,"4"
"2924","CHEVROLET","SPARK","5PTS 1.2L 4CIL 81HP MAN",2014,"MAN","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.74,24.81,20.35,15.26,153,58,8,"5"
"2925","CHEVROLET","SPARK","5PTS 1.2L 4CIL 81HP MAN",2015,"MAN","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.74,24.81,20.35,15.26,153,58,8,"5"
"2926","FIAT","PANDA","5PTS 1.2L 4CIL 60HP MAN",2011,"M5","Gasolina",4,60,1.2,"AUTOS SUBCOMPACTOS",17.71,21.28,19.16,14.37,162,31,8,"6"
"2927","CHEVROLET","SPARK","5PTS 1.2L 4CIL 81HP MAN",2011,"M5","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.57,23.72,19.89,14.92,156,91,8,"4"
"2928","CHEVROLET","SPARK","5PTS 1.2L 4CIL 81HP MAN",2012,"MAN","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.57,23.72,19.89,14.92,156,91,8,"4"
"2929","CHEVROLET","SPARK","5PTS 1.2L 4CIL 81HP MAN",2013,"MAN","Gasolina",4,81,1.2,"AUTOS SUBCOMPACTOS",17.57,23.72,19.89,14.92,156,91,8,"4"
"2930","DODGE","i10","GL HATCHBACK 5PTS 1.1L 4CIL 66HP MAN",2014,"MAN","Gasolina",4,66,1.1,"AUTOS SUBCOMPACTOS",17.52,23.25,19.71,14.78,158,40,8,"6"
"2931","DODGE","i10","GL PLUS HATCHBACK 5PTS 1.1L 4CIL 66HP MAN",2014,"MAN","Gasolina",4,66,1.1,"AUTOS SUBCOMPACTOS",17.52,23.25,19.71,14.78,158,40,8,"6"
"2932","DODGE","i10","GLS SAFETY HATCHBACK 5PTS 1.1L 4CIL 66HP MAN",2014,"MAN","Gasolina",4,66,1.1,"AUTOS SUBCOMPACTOS",17.52,23.25,19.71,14.78,158,40,8,"6"
"2933","SEAT","IBIZA","FR 3/5PTAS 1.2L 4CIL110HP MAN TORBO",2016,"MAN","Gasolina",4,110,1.2,"AUTOS SUBCOMPACTOS",17.5,27.3,20.87,15.65,149,15,9,"8"
"2934","SEAT","IBIZA","FR 3/5PTAS 1.2L 4CIL110HP MAN TORBO",2017,"MAN","Gasolina",4,110,1.2,"AUTOS SUBCOMPACTOS",17.5,27.3,20.87,15.65,149,15,9,"8"
"2935","TOYOTA","YARIS","4/5PTS 1.5L 4CIL 106HP MAN",2011,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17.4,21.7,19.1,14.33,163,12,8,"9"
"2936","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP MAN",2012,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17.4,21.7,19.1,14.33,163,12,8,"9"
"2937","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP MAN",2013,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17.4,21.7,19.1,14.33,163,12,8,"9"
"2938","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP MAN",2014,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17.4,21.7,19.1,14.33,163,12,8,"9"
"2939","SEAT","IBIZA","3/5 PTS 1.2L 4CIL 105HP DSG TURBO",2015,"DSG","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",17.4,27.9,20.95,15.71,148,19,9,"7"
"2940","FORD","FIGO","HTACHBACK 5PTAS 1.5L 4CIL 110HP AUT",2017,"AUT","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.27,25.42,21.49,16.11,145,13,9,"?"
"2941","FORD","FIGO","SEDAN 4PTAS 1.5L 4CIL 110HP AUT",2017,"AUT","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.27,25.42,21.49,16.11,145,13,9,"?"
"2942","FORD","FIGO","SEDAN 4PTAS 1.5L 4CIL 110HP MAN",2016,"MAN","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.27,25.42,21.49,16.11,145,13,9,"8"
"2943","FORD","FIGO","SEDAN 4PTAS 1.5L 4CIL 110HP AUT",2018,"AUT","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.27,25.42,21.49,16.11,145,13,9,"?"
"2944","FORD","FIGO","HATCHBACK 5PTAS 1.5L 4CIL 110HP AUT",2016,"AUT","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.24,25.39,21.46,16.09,145,17,9,"8"
"2945","FORD","FIGO","SEDAN 4PTAS 1.5L 4CIL 110 HP AUT",2016,"AUT","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",17.24,25.39,21.46,16.09,145,21,9,"7"
"2946","MINI","COOPER","3PTS 1.5L 3CIL 136HP MAN TURBO",2016,"MAN","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",17.24,25.64,21.52,16.14,144,28,9,"6"
"2947","MINI","COOPER","3PTAS 1.5L 3CIL 136HP TURBO MAN",2017,"MAN","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",17.24,25.6,21.51,16.14,145,28,9,"6"
"2948","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP AUT",2016,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.2,22.8,19.34,14.5,161,9,8,"9"
"2949","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP AUT",2015,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.2,22.8,19.34,14.5,161,9,8,"9"
"2950","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP AUT",2017,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.2,22.8,19.34,14.5,161,9,8,"9"
"2951","SEAT","IBIZA","3/5 PTS 1.2L 4CIL 105HP MAN TURBO",2015,"MAN","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",17.1,28.3,20.81,15.6,149,6,9,"9"
"2952","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP MAN",2016,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.1,24.4,19.76,14.82,157,6,8,"9"
"2953","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP MAN",2015,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.1,24.4,19.76,14.82,157,6,8,"9"
"2954","SUZUKI","CIAZ","4PTAS 1.4L 4CIL 100HP MAN",2017,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",17.1,24.4,19.76,14.82,157,6,8,"9"
"2955","MINI","COOPER","HATCH 5PTAS 1.5L 3CIL 136HP MAN TURBO",2016,"MAN","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",17.09,26.41,20.32,15.24,153,28,8,"6"
"2956","MINI","COOPER","HATCHBACK 5PTAS 1.5L 3CIL 136HP TURBO MAN",2017,"MAN","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",17.09,23.8,20.89,15.67,149,28,9,"6"
"2957","HYUNDAI","GRAND i10","SEDAN 4PTAS 1.2L 4CIL 86HP MAN",2018,"MAN","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",17.06,23.16,20.68,15.51,150,39,9,"?"
"2958","TOYOTA","YARIS","4/5PTS 1.5L 4CIL 106HP AUT",2011,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17,20.8,18.52,13.89,168,12,8,"9"
"2959","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP AUT",2012,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17,20.8,18.52,13.89,168,12,8,"9"
"2960","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP AUT",2013,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17,20.8,18.52,13.89,168,12,8,"9"
"2961","TOYOTA","YARIS","SEDAN 4PTS 1.5L 4CIL 106HP AUT",2014,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",17,20.8,18.52,13.89,168,12,8,"9"
"2962","HYUNDAI","GRAND i10","HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN",2017,"MAN","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",16.95,23.03,20.56,15.42,151,37,9,"?"
"2963","HYUNDAI","GRAND i10","HATCHBACK 5PTAS 1.2L 4CIL 86HP MAN",2018,"MAN","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",16.95,23.03,20.56,15.42,151,37,9,"?"
"2964","HYUNDAI","GRAND i10","HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT",2017,"AUT","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",16.9,21.28,19.97,14.98,156,17,8,"?"
"2965","HYUNDAI","GRAND i10","HATCHBACK 5PTAS 1.2L 4CIL 86HP AUT",2018,"AUT","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",16.9,21.28,19.97,14.98,156,17,8,"?"
"2966","NISSAN","NOTE","5PTS 1.6L 4CIL 109HP CVT",2015,"CVT","Gasolina",4,109,1.6,"AUTOS SUBCOMPACTOS",16.8,21.7,20.04,15.03,155,5,8,"9"
"2967","NISSAN","NOTE","5PTS 1.6L 4CIL 109HP CVT",2016,"CVT","Gasolina",4,109,1.6,"AUTOS SUBCOMPACTOS",16.8,21.7,20.04,15.03,155,5,8,"9"
"2968","MINI","COOPER","3PTS 1.5L 3CIL 136HP AUT TURBO",2016,"AUT","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",16.66,24.4,20.76,15.57,150,48,9,"5"
"2969","MINI","COOPER","3PTAS 1.5L 3CIL 136HP TURBO AUT",2017,"AUT","Gasolina",3,136,1.5,"AUTOS SUBCOMPACTOS",16.66,24.4,20.76,15.57,150,48,9,"5"
"2970","FORD","FIGO","HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN",2017,"MAN","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",16.6,26.1,21.16,15.87,147,13,9,"?"
"2971","FORD","FIGO","SEDAN 4PTAS 1.5L 4CIL 110HP MAN",2017,"MAN","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",16.6,26.1,21.16,15.87,147,13,9,"?"
"2972","FORD","FIGO","HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN",2016,"MAN","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",16.6,26.1,21.16,15.87,147,13,9,"8"
"2973","FORD","FIGO","HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN",2018,"MAN","Gasolina",4,110,1.5,"AUTOS SUBCOMPACTOS",16.6,26.1,21.16,15.87,147,13,9,"?"
"2976","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP AUT",2012,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2977","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP MAN",2012,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2978","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP MAN",2013,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2979","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP AUT",2013,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2980","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP MAN",2014,"MAN","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2981","TOYOTA","YARIS","HATCHBACK 5PTS 1.5L 4CIL 106HP AUT",2014,"AUT","Gasolina",4,106,1.5,"AUTOS SUBCOMPACTOS",16.5,20.4,18.05,13.54,172,12,8,"9"
"2982","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP AUT",2016,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.5,21.3,18.36,13.77,169,4,8,"9"
"2983","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP AUT",2015,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.5,21.3,18.36,13.77,169,4,8,"9"
"2984","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP AUT",2017,"AUT","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.5,21.3,18.36,13.77,169,4,8,"9"
"2985","DODGE","ATTITUDE","4PTS 1.6L 4CIL 124HP AUT",2012,"AUT","Gasolina",4,124,1.6,"AUTOS SUBCOMPACTOS",16.47,21.89,18.54,13.9,168,54,8,"5"
"2986","DODGE","ATTITUDE","4PTS 1.6L 4CIL 124HP AUT",2013,"AUT","Gasolina",4,124,1.6,"AUTOS SUBCOMPACTOS",16.47,21.89,18.54,13.9,168,54,8,"5"
"2987","HYUNDAI","GRAND i10","SEDAN 4PTAS 1.2L 4CIL 86HP AUT",2018,"AUT","Gasolina",4,86,1.2,"AUTOS SUBCOMPACTOS",16.42,21.15,19.61,14.71,159,26,8,"?"
"2988","VW","UP","5PTAS 1.0L 3CIL 75HP MAN",2016,"MAN","Gasolina",3,75,1,"AUTOS SUBCOMPACTOS",16.4,21.2,18.26,13.7,170,14,8,"8"
"2989","VW","UP","CROSS UP 5PTAS 3CIL 1.0L 75HP MAN",2016,"MAN","Gasolina",3,75,1,"AUTOS SUBCOMPACTOS",16.4,21.2,18.26,13.7,170,14,8,"8"
"2990","FIAT","UNO","ATTRACTIVE 5PTAS 1.4L 4CIL 85HP MAN",2016,"MAN","Gasolina",4,85,1.4,"AUTOS SUBCOMPACTOS",16.4,21.47,18.35,13.76,169,47,8,"5"
"2991","VW","UP","5PTAS 1.0L 3CIL 75HP MAN",2017,"MAN","Gasolina",3,75,1,"AUTOS SUBCOMPACTOS",16.4,21.2,18.26,13.7,170,14,8,"8"
"2992","VW","UP","CROSS UP 5PTAS 3CIL 1.0L 75HP MAN",2017,"MAN","Gasolina",3,75,1,"AUTOS SUBCOMPACTOS",16.4,21.2,18.26,13.7,170,14,8,"8"
"2993","SMART","FORTWO","2PTS 1.0L 3CIL 70HP AUT",2011,"AUT","Gasolina",3,70,1,"AUTOS SUBCOMPACTOS",16.39,25,20.72,15.54,150,12,9,"9"
"2994","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP MAN",2016,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.3,22.1,18.48,13.86,168,24,8,"7"
"2995","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP MAN",2015,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.3,22.1,18.48,13.86,168,24,8,"7"
"2996","SUZUKI","SWIFT","5PTAS 1.4L 4CIL 100HP MAN",2017,"MAN","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",16.3,22.1,18.48,13.86,168,24,8,"7"
"2997","SUZUKI","SWIFT","5PTS 1.5L 4CIL 100HP MAN",2011,"MAN","Gasolina",4,100,1.5,"AUTOS SUBCOMPACTOS",16.29,20,17.77,13.33,175,12,8,"9"
"2998","SEAT","IBIZA","3/5 PTS 1.2L 4CIL 105HP MAN TURBO",2013,"MAN","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",16.23,25.93,19.52,14.64,159,12,8,"9"
"2999","FORD","FIESTA","HATCHBACK 5PTS 1.6L 4CIL 119HP AUT",2014,"AUT","Gasolina",4,119,1.6,"AUTOS SUBCOMPACTOS",16.21,23.37,20.14,15.11,154,20,8,"?"
"3000","FORD","FIESTA","4PTS 1.6L 4CIL 120HP AUT",2015,"AUT","Gasolina",4,120,1.6,"AUTOS SUBCOMPACTOS",16.21,23.37,20.14,15.11,154,20,8,"?"
"3001","DODGE","ATTITUDE","4PTS 1.4L 4CIL 108HP MAN",2012,"MAN","Gasolina",4,108,1.4,"AUTOS SUBCOMPACTOS",16.21,20.88,18.02,13.52,172,74,8,"4"
"3002","DODGE","ATTITUDE","4PTS 1.4L 4CIL 108HP MAN",2013,"MAN","Gasolina",4,108,1.4,"AUTOS SUBCOMPACTOS",16.21,20.88,18.02,13.52,172,74,8,"4"
"3003","SEAT","IBIZA","5PTS 1.2L 4CIL 105HP MAN TURBO",2014,"MAN","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",16.2,25.9,19.48,14.61,160,17,8,"8"
"3004","VW","POLO","5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO",2016,"DSG","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",16.2,24,18.98,14.23,164,6,8,"9"
"3005","VW","POLO","5PTAS 1.2L 4CIL 105HP DSG FSI FRONT TURBO",2017,"DSG","Gasolina",4,105,1.2,"AUTOS SUBCOMPACTOS",16.2,24,18.98,14.23,164,6,8,"9"
"3006","SMART","FORTWO","COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO",2012,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",16.13,25,20.52,15.39,151,9,9,"9"
"3007","SMART","FORTWO","CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO",2012,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",16.13,25,20.52,15.39,151,9,9,"9"
"3008","SMART","FORTWO","COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO",2013,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",16.13,25,20.52,15.39,151,9,9,"9"
"3009","SMART","FORTWO","CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO",2013,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",16.13,25,20.52,15.39,151,9,9,"9"
"3010","FORD","FIESTA","HATCHBACK 5PTS 1.6L 4CIL 119HP MAN",2014,"MAN","Gasolina",4,119,1.6,"AUTOS SUBCOMPACTOS",16.13,23.36,20.08,15.06,155,20,8,"?"
"3011","FORD","FIESTA","SEDAN 4PTS 1.6L 4CIL 119HP AUT",2014,"AUT","Gasolina",4,119,1.6,"AUTOS SUBCOMPACTOS",16.13,23.36,20.08,15.06,155,20,8,"?"
"3012","FORD","FIESTA","SEDAN 4PTS 1.6L 4CIL 119HP MAN",2014,"MAN","Gasolina",4,119,1.6,"AUTOS SUBCOMPACTOS",16.13,23.36,20.08,15.06,155,20,8,"?"
"3013","FORD","FIESTA","4/5PTS 1.6L 4CIL 120HP MAN",2015,"MAN","Gasolina",4,120,1.6,"AUTOS SUBCOMPACTOS",16.13,23.36,20.08,15.06,155,20,8,"?"
"3014","KIA","RIO","HATCHBACK 5PTAS 1.6L 4CIL 121HP MAN",2018,"MAN","Gasolina",4,121,1.6,"AUTOS SUBCOMPACTOS",16.08,21.97,19.64,14.73,158,29,8,"?"
"3015","CHEVROLET","MATIZ","5PTS 1.0L 4CIL 64HP MAN",2013,"MAN","Gasolina",4,64,1,"AUTOS SUBCOMPACTOS",15.97,22.13,18.26,13.7,170,69,8,"4"
"3016","CHEVROLET","MATIZ","5PTS 1.0L 4CIL 64HP MAN",2012,"MAN","Gasolina",4,64,1,"AUTOS SUBCOMPACTOS",15.97,22.13,18.26,13.69,170,69,8,"4"
"3017","CHEVROLET","MATIZ","5PTS 1.0L 4CIL 64HP MAN",2011,"M5","Gasolina",4,64,1,"AUTOS SUBCOMPACTOS",15.97,22.13,18.26,13.69,170,69,8,"4"
"3018","HYUNDAI","i10","5PTS 1.3L 4CIL 66HP MAN",2015,"MAN","Gasolina",4,88,1.3,"AUTOS SUBCOMPACTOS",15.95,21.35,18,13.5,173,20,8,"7"
"3019","FORD","FIESTA","IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN",2011,"MAN","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.9,25.9,20.57,15.43,151,67,9,"?"
"3020","FORD","FIESTA","IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN",2012,"MAN","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.9,25.9,20.57,15.43,151,67,9,"?"
"3021","FORD","FIESTA","IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN",2013,"MAN","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.9,25.9,20.57,15.43,151,67,9,"?"
"3022","FORD","IKON","HATCHBACK 5PTS 1.6L 4CIL 101HP MAN",2016,"MAN","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.9,25.9,20.57,15.43,151,67,9,"?"
"3023","SMART","FORTWO","COUPE 3PTS 1.0L 3CIL 83HP AUT TURBO",2014,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",15.87,24.39,20.17,15.13,154,9,8,"9"
"3024","SMART","FORTWO","CONVERTIBLE 2PTS 1.0L 3CIL 83HP AUT TURBO",2014,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",15.87,24.39,20.17,15.13,154,9,8,"9"
"3025","SEAT","IBIZA","3/5PTS 1.6L 4CIL 105HP DSG",2015,"DSG","Gasolina",4,105,1.6,"AUTOS SUBCOMPACTOS",15.8,25.5,19.06,14.3,163,25,8,"6"
"3026","SEAT","IBIZA","3/5PTAS 1.6L 4CIL 110HP MAN",2016,"MAN","Gasolina",4,110,1.6,"AUTOS SUBCOMPACTOS",15.8,24.5,18.81,14.1,165,11,8,"9"
"3027","SEAT","IBIZA","3/5PTAS 1.6L 4CIL 110HP MAN",2017,"MAN","Gasolina",4,110,1.6,"AUTOS SUBCOMPACTOS",15.8,24.5,18.81,14.1,165,11,8,"9"
"3028","CHEVROLET","MATIZ","5PTS 1.0L 4CIL 64HP MAN",2014,"MAN","Gasolina",4,64,1,"AUTOS SUBCOMPACTOS",15.78,23.95,18.64,13.98,167,34,8,"6"
"3029","CHEVROLET","MATIZ","5PTS 1.0L 4CIL 64HP MAN",2015,"MAN","Gasolina",4,64,1,"AUTOS SUBCOMPACTOS",15.78,23.95,18.64,13.98,167,34,8,"6"
"3030","KIA","RIO","HATCHBACK 5PTAS 1.6L 4CIL 121HP AUT",2018,"AUT","Gasolina",4,121,1.6,"AUTOS SUBCOMPACTOS",15.71,21.28,19.17,14.38,162,16,8,"?"
"3031","CHEVROLET","SONIC","LT HATCHBACK 5PTS 1.6L 4CIL 115 HP MAN",2016,"MAN","Gasolina",4,115,1.6,"AUTOS SUBCOMPACTOS",15.71,22.52,18.18,13.64,171,7,8,"9"
"3032","CHEVROLET","SONIC","HATCHBACK 4PTAS 1.6L 4CIL 114HP MAN",2017,"MAN","Gasolina",4,114,1.6,"AUTOS SUBCOMPACTOS",15.71,22.52,19.54,14.65,159,7,8,"9"
"3033","VW","GOL","HATCHBACK 5PTS 1.6L 4CIL 101HP AUT (ASG)",2015,"AUT","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.7,24.2,18.65,13.99,167,22,8,"7"
"3034","VW","GOL","SEDAN 4PTS 1.6L 4CIL 101HP AUT (ASG)",2015,"AUT","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.7,24.2,18.65,13.99,167,22,8,"7"
"3035","VW","GOL","HATCHBACK 5PTAS 1.6L 4CIL 101HP ASG FRONT",2017,"ASG","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.7,24.2,18.65,13.99,167,22,8,"7"
"3036","CHEVROLET","SONIC","LS SEDAN 4PTS 1.6L 4CIL 115HP MAN",2016,"MAN","Gasolina",4,115,1.6,"AUTOS SUBCOMPACTOS",15.69,22.08,18.04,13.53,172,13,8,"8"
"3037","CHEVROLET","SONIC","LT SEDAN 4PTS 1.6L 4CIL 115HP MAN",2016,"MAN","Gasolina",4,115,1.6,"AUTOS SUBCOMPACTOS",15.69,22.08,18.04,13.53,172,13,8,"8"
"3038","CHEVROLET","SONIC","LS 4PTAS 1.6L 4CIL 114HP MAN",2017,"MAN","Gasolina",4,114,1.6,"AUTOS SUBCOMPACTOS",15.69,22.08,19.4,14.55,160,13,8,"?"
"3039","CHEVROLET","SONIC","LT 4PTAS 1.6L 4CIL 114HP MAN",2017,"MAN","Gasolina",4,114,1.6,"AUTOS SUBCOMPACTOS",15.69,22.08,19.4,14.55,160,13,8,"?"
"3040","SMART","FORTWO","2PTS 1.0L 3CIL 83HP AUT",2011,"AUT","Gasolina",3,83,1,"AUTOS SUBCOMPACTOS",15.62,24.39,19.98,14.98,156,12,8,"9"
"3041","SMART","BRABUS","2/3PTS 1.0L 3CIL 101HP AUT TURBO",2013,"AUT","Gasolina",3,101,1,"AUTOS SUBCOMPACTOS",15.62,22.72,19.53,14.65,159,11,8,"9"
"3042","SEAT","IBIZA","STYLE 3/5PTS 1.6L 4CIL 105HP DSG",2013,"DSG","Gasolina",4,105,1.6,"AUTOS SUBCOMPACTOS",15.62,23.98,18.53,13.89,168,14,8,"8"
"3043","SMART","BRABUS","COUPE 3PTS 1.0L 3CIL 101HP AUT TURBO",2014,"AUT","Gasolina",3,101,1,"AUTOS SUBCOMPACTOS",15.62,22.73,19.53,14.65,159,11,8,"9"
"3044","FIAT","500","3PTS 1.2L 4CIL 70HP MAN",2011,"M5","Gasolina",4,70,1.2,"AUTOS SUBCOMPACTOS",15.6,23.35,19.69,14.77,158,34,8,"?"
"3045","FIAT","500","3PTS 1.4L 4CIL 100HP MAN",2011,"M6","Gasolina",4,100,1.4,"AUTOS SUBCOMPACTOS",15.6,23.35,19.69,14.77,158,22,8,"?"
"3046","SEAT","IBIZA","5PTS 1.6L 4CIL 105HP DSG",2014,"DSG","Gasolina",4,105,1.6,"AUTOS SUBCOMPACTOS",15.6,23.9,18.49,13.87,168,25,8,"6"
"3047","HYUNDAI","GRAND i10","4/5PTS 1.3L 4CIL 87HP AUT",2016,"AUT","Gasolina",4,87,1.3,"AUTOS SUBCOMPACTOS",15.59,20.18,18.73,14.05,166,14,8,"8"
"3048","HYUNDAI","GRAND i10","SEDAN 4PTAS 1.3L 4CIL 87HP AUT",2017,"AUT","Gasolina",4,87,1.3,"AUTOS SUBCOMPACTOS",15.59,20.18,18.73,14.05,166,14,8,"?"
"3049","SEAT","IBIZA","CUPRA 3PTS 1.4L 4CIL 180HP DSG TURBO",2015,"DSG","Gasolina",4,180,1.4,"AUTOS SUBCOMPACTOS",15.5,24.7,18.62,13.97,167,26,8,"6"
"3050","VW","GOL","SEDAN 4PTAS 1.6L 4CIL 101HP ASG FRONT",2016,"ASG","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.5,23.5,18.3,13.73,170,22,8,"7"
"3051","VW","GOL","SEDAN 4PTAS 1.6L 4CIL 101HP ASG FRONT",2017,"ASG","Gasolina",4,101,1.6,"AUTOS SUBCOMPACTOS",15.5,23.5,18.3,13.73,170,22,8,"7"
